date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:02	291064/291064	---M-Z	200	added ('OK')	text/html	etag:%225ce286d38bde81b771d2043dc04cb6d2%22	https://hatcat.framer.ai/	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/index-2.html	(from )
18:24:02	89/89	---M-Z	200	added ('OK')	text/plain	etag:%22f4174620c68e88a68e7e76e6b341ca7c%22	https://hatcat.framer.ai/robots.txt		(from )
18:24:03	117736/117736	---MC-	200	added ('OK')	image/png	etag:%2260d00d7c8979b0e3e150138af20c5009%22	https://framerusercontent.com/images/ciBGjLnbjXZp5aFxUxvvwaZNig.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/ciBGjLnbjXZp5aFxUxvvwaZNig.png	(from https://hatcat.framer.ai/)
18:24:03	113726/113726	---MC-	200	added ('OK')	image/png	etag:%22a6d17ff0ba662f8b5b92b6fc4281d0ed%22	https://framerusercontent.com/images/dIWI8EpGIpYMYnF8VAPPWR6ENfg.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/dIWI8EpGIpYMYnF8VAPPWR6ENfg.png	(from https://hatcat.framer.ai/)
18:24:03	187053/187053	---M-Z	200	added ('OK')	text/html	etag:%22de5c8987caaba4438bb977a09928cf8d%22	https://hatcat.framer.ai/resume	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/resume.html	(from https://hatcat.framer.ai/)
18:24:04	150478/150478	---M-Z	200	added ('OK')	text/html	etag:%221f0a1d62961fe00ec3d4851b4563ccfc%22	https://hatcat.framer.ai/Contact	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/Contact.html	(from https://hatcat.framer.ai/)
18:24:04	167175/167175	---M-Z	200	added ('OK')	text/html	etag:%229f0ecddf2a4d80dca44c32fb2a3928d9%22	https://hatcat.framer.ai/blog/doorman	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/blog/doorman.html	(from https://hatcat.framer.ai/)
18:24:05	226095/226095	---MC-	200	added ('OK')	image/png	etag:%2207f7558c6cfd0db32d99f26e62f36434%22	https://framerusercontent.com/images/67XQP5E267WAFxMBuEl54ZbXk.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/67XQP5E267WAFxMBuEl54ZbXk.png	(from https://hatcat.framer.ai/)
18:24:05	9099/9099	---MC-	200	added ('OK')	image/png	etag:%22e5a2a9b08a0d85debc113e73c3729f2e%22	https://framerusercontent.com/images/txWW84qrgIu8CLPwYydj4uPFy4.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/txWW84qrgIu8CLPwYydj4uPFy4.png	(from https://hatcat.framer.ai/)
18:24:05	6206/6206	---MC-	200	added ('OK')	image/png	etag:%225385d8f0c5dbd4f602e8f80fbbb98e7e%22	https://framerusercontent.com/images/xvwllG5vKD8IjifmBsL5QGMGM.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/xvwllG5vKD8IjifmBsL5QGMGM.png	(from https://hatcat.framer.ai/)
18:24:05	217560/217560	---MC-	200	added ('OK')	image/png	etag:%223eb34c080bc28b95ec63fae767815f16%22	https://framerusercontent.com/images/Ywwj5YXDj4PRj5RqvqLIfKG3l4.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/Ywwj5YXDj4PRj5RqvqLIfKG3l4.png	(from https://hatcat.framer.ai/)
18:24:06	163195/163195	---M-Z	200	added ('OK')	text/html	etag:%2256df3e77d574ff33066caeb4f9646a7e%22	https://hatcat.framer.ai/blog/tinywhoop	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/blog/tinywhoop.html	(from https://hatcat.framer.ai/)
18:24:06	91559/91559	---MC-	200	added ('OK')	image/jpeg	etag:%220ae2a35f643527e246589cdf02e89a81%22	https://framerusercontent.com/images/AzA7jXu1yXXMtemQlanEpOf7my0.jpg?scale-down-to=1024	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/AzA7jXu1yXXMtemQlanEpOf7my0bf23.jpg	(from https://hatcat.framer.ai/)
18:24:06	11867/11867	---MC-	200	added ('OK')	image/png	etag:%229e17ac047aa868427bf39a17d384f76f%22	https://framerusercontent.com/images/mgzFrr9HUDP8NWZ7HdGFhK2J1I.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/mgzFrr9HUDP8NWZ7HdGFhK2J1I.png	(from https://hatcat.framer.ai/)
18:24:07	14442/14442	---MC-	200	added ('OK')	image/png	etag:%22d49c1fd581e4074067d806f843693ac4%22	https://framerusercontent.com/images/nqgxmGMFYVj3rR9QIzxQii8T1r8.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/nqgxmGMFYVj3rR9QIzxQii8T1r8.png	(from https://hatcat.framer.ai/)
18:24:07	46747/46747	---M-Z	200	added ('OK')	text/html	etag:%22cb1268aa3f907dfe685589c9cbb6f40b%22	https://hatcat.framer.ai/projects/AppProject2	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/projects/AppProject2.html	(from https://hatcat.framer.ai/)
18:24:07	2792/2792	---MC-	200	added ('OK')	image/png	etag:%2270d70d979e6adc0b224c12850d10033b%22	https://framerusercontent.com/images/Bh3YPk2ihIZ8ksBVLT6NES5vog.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/Bh3YPk2ihIZ8ksBVLT6NES5vog.png	(from https://hatcat.framer.ai/)
18:24:07	2781/2781	---MC-	200	added ('OK')	image/png	etag:%220f9e004317e11bc74e69797554635ac7%22	https://framerusercontent.com/images/9zjHhNYgnAHnA0Wq8ChQb3tWI3s.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/9zjHhNYgnAHnA0Wq8ChQb3tWI3s.png	(from https://hatcat.framer.ai/)
18:24:08	16065/16065	---MC-	200	added ('OK')	image/png	etag:%223041222d20e527462718cac3f4f4e875%22	https://framerusercontent.com/images/sjk9wevYfbgyZpiORcXodiH9w.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/sjk9wevYfbgyZpiORcXodiH9w.png	(from https://hatcat.framer.ai/)
18:24:08	388958/388958	---MC-	200	added ('OK')	image/png	etag:%224ac1f6c578b7e493f181623ea1685526%22	https://framerusercontent.com/images/qnMRP83Zf8QEDXbsFDeOJRfZxZs.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/qnMRP83Zf8QEDXbsFDeOJRfZxZs.png	(from https://hatcat.framer.ai/)
18:24:08	4787/4787	---MC-	200	added ('OK')	image/png	etag:%2239a20e75470965724683721f2c9f21ad%22	https://framerusercontent.com/images/hPrsLDYM5b1Y81Zes3Qxlosyvzk.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/hPrsLDYM5b1Y81Zes3Qxlosyvzk.png	(from https://hatcat.framer.ai/)
18:24:08	6518/6518	---MC-	200	added ('OK')	image/png	etag:%225bccf27918b5e8a3996cdfebeb1fb5f7%22	https://framerusercontent.com/images/f8DUGq8axelqLD2Yo9x8AjCEB4.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/f8DUGq8axelqLD2Yo9x8AjCEB4.png	(from https://hatcat.framer.ai/)
18:24:09	1060085/1060085	---MC-	200	added ('OK')	image/jpeg	etag:%222f4a3aecb59fb849b5e37bfc75a8e602%22	https://framerusercontent.com/images/3jJc6FQDPMdDGvr3nPzVzElEI.jpg	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/3jJc6FQDPMdDGvr3nPzVzElEI.jpg	(from https://hatcat.framer.ai/)
18:24:09	169784/169784	---M-Z	200	added ('OK')	text/html	etag:%228be5fc7f59df2678f89066c5fd693f74%22	https://hatcat.framer.ai/blog	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/blog.html	(from https://hatcat.framer.ai/)
18:24:09	1367347/1367347	---MC-	200	added ('OK')	image/jpeg	etag:%22873ad7518b6c6095d757181dc6a7facb%22	https://framerusercontent.com/images/K3z6rfGHpe3MdSO4IoxG0GflnA.jpg	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/K3z6rfGHpe3MdSO4IoxG0GflnA.jpg	(from https://hatcat.framer.ai/)
18:24:10	550579/550579	---MC-	200	added ('OK')	image/png	etag:%22c63715b664ce8963ecf282605bdadb5f%22	https://framerusercontent.com/images/Td5rVrtMzbWxxrhbSMewntrw.png	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/Td5rVrtMzbWxxrhbSMewntrw.png	(from https://hatcat.framer.ai/)
18:24:10	104449/104449	---MC-	200	added ('OK')	image/jpeg	etag:%2259939aa45797db0cd5f4d57521b08d64%22	https://framerusercontent.com/images/xGPkmnkYoTBuJ7pRowWZN3b7A7I.jpg	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/xGPkmnkYoTBuJ7pRowWZN3b7A7I.jpg	(from https://hatcat.framer.ai/blog/doorman)
18:24:11	1110496/1110496	---MC-	200	added ('OK')	image/jpeg	etag:%222ec121fd4bc043460063e8ec51f390d8%22	https://framerusercontent.com/images/uBAOaELpfStMUfv8tguA7c6OHk.jpg	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/uBAOaELpfStMUfv8tguA7c6OHk.jpg	(from https://hatcat.framer.ai/blog/tinywhoop)
18:24:11	1606272/1606272	---MC-	200	added ('OK')	image/jpeg	etag:%22440a0c0e4df2b5ab1dac899d19ff924e%22	https://framerusercontent.com/images/G6UJEIPGQsdgD9sWZjnwij4YBHM.jpg	C:/Users/sungc/Downloads/httrack_x64-noinst-3.49.2/Exports/framerupdate2/images/G6UJEIPGQsdgD9sWZjnwij4YBHM.jpg	(from https://hatcat.framer.ai/blog/tinywhoop)
